reference_number,gazetted_name,local_name,waterbody_id,reach_number,site_number,temperature_c,conductivity_m_s_cm,turbidity,sampling_method,method_number,haul_number_pass_number,ef_seconds,ef_length_m,ef_width_m,enclosure,voltage,frequency,pulse,make,model,gill_net_type,length_m,depth_m,mesh_size,set,date_in,time_in,date_out,time_out,soak_time,habitat,species,stage,age,total_number,min_length_mm,max_length_mm,fish_activity,comments
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44814,0.6840277777777778,44815,0.45069444444444445,18.399999999906868,littoral,Dolly Varden,,,,,,,
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44814,0.6840277777777778,44815,0.45069444444444445,18.399999999906868,littoral,Dolly Varden,,,,,,,
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44814,0.6840277777777778,44815,0.4604166666666667,18.63333333330229,littoral,Dolly Varden,,,,,,,
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44814,0.6840277777777778,44815,0.4604166666666667,18.63333333330229,littoral,Dolly Varden,,,,,,,
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44814,0.684027777777778,44815,0.4604166666666667,18.63333333330229,littoral,Dolly Varden,,,,,,,
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44814,0.684027777777778,44815,0.4604166666666667,18.63333333330229,littoral,Dolly Varden,,,,,,,
9,Pinenut Creek,8300238_ds,0,0,9,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44814,0.684027777777778,44815,0.4604166666666667,18.63333333330229,littoral,Dolly Varden,,,,,,,
10,Pinenut Creek,8302257_us,0,0,10,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44814,0.6763888888888889,44815,0.4777777777777778,19.23333333333721,littoral,Dolly Varden,,,,,,,
26,Tributary to Zymoetz River,8527_us_mt,0,0,26,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44816,0.7444444444444445,44817,0.49583333333333335,18.033333333441988,littoral,No Fish Caught,,,,,,,
26,Tributary to Zymoetz River,8527_us_mt,0,0,26,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.7444444444444445,44817,0.49583333333333335,18.033333333441988,littoral,No Fish Caught,,,,,,,
26,Tributary to Zymoetz River,8527_us_mt,0,0,26,,,,minnow trapping,3,1,,,,,,,,,,,,,,bottom,44816,0.7520833333333333,44817,0.5034722222222222,18.033333333267365,littoral,No Fish Caught,,,,,,,
27,Tributary to Zymoetz River,8527_ds_mt,0,0,27,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44816,0.7548611111111112,44817,0.475,17.283333333267365,littoral,No Fish Caught,,,,,,,
27,Tributary to Zymoetz River,8527_ds_mt,0,0,27,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.7548611111111112,44817,0.475,17.283333333267365,littoral,No Fish Caught,,,,,,,
27,Tributary to Zymoetz River,8527_ds_mt,0,0,27,,,,minnow trapping,3,1,,,,,,,,,,,,,,bottom,44816,0.7548611111111112,44817,0.4756944444444444,17.29999999998836,littoral,No Fish Caught,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44816,0.7215277777777778,44817,0.5458333333333333,19.78333333320916,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44816,0.7215277777777778,44817,0.5458333333333333,19.78333333320916,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44816,0.7215277777777781,44817,0.545833333333333,19.78333333320916,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.7180555555555556,44817,0.5555555555555556,20.100000000034925,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.7180555555555556,44817,0.5555555555555556,20.100000000034925,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.718055555555556,44817,0.555555555555556,20.100000000034925,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.718055555555556,44817,0.555555555555556,20.100000000034925,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.718055555555556,44817,0.555555555555556,20.100000000034925,littoral,Dolly Varden,,,,,,,
28,Tributary to Coal Creek,8525_us_mt,0,0,28,,,,minnow trapping,3,1,,,,,,,,,,,,,,bottom,44816,0.7194444444444444,44817,0.5625,20.23333333327901,littoral,No Fish Caught,,,,,,,
29,Tributary to Coal Creek,8525_ds_mt,0,0,29,,,,minnow trapping,1,1,,,,,,,,,,,,,,bottom,44816,0.7118055555555555,44817,0.5277777777777778,19.583333333430343,littoral,Dolly Varden,,,,,,,
29,Tributary to Coal Creek,8525_ds_mt,0,0,29,,,,minnow trapping,2,1,,,,,,,,,,,,,,bottom,44816,0.7118055555555555,44817,0.5277777777777778,19.583333333430343,littoral,No Fish Caught,,,,,,,
29,Tributary to Coal Creek,8525_ds_mt,0,0,29,,,,minnow trapping,3,1,,,,,,,,,,,,,,bottom,44816,0.7145833333333332,44817,0.5340277777777778,19.66666666668607,littoral,Dolly Varden,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
16,Sandstone Creek,8530_ds_ef1,0,0,16,6,90,clear,electrofishing,1,1,203,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
7,Sandstone Creek,8530_ds_ef2,0,0,7,6,90,clear,electrofishing,1,1,195,15,3.33,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
8,Sandstone Creek,8530__ds_ef3,0,0,8,6,90,clear,electrofishing,1,1,238,11,4.15,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
18,Sandstone Creek,8530_us_ef1,0,0,18,6,90,clear,electrofishing,1,1,195,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
20,Sandstone Creek,8530_us_ef2,0,0,20,6,90,clear,electrofishing,1,1,326,,2.4,Open,350,60,,Other,halltech,,,,,,,,,,0,,,,,,,,,
